Voluntari_IdPersona;Voluntari_Sexe;Voluntari_FranjaEdat;Voluntari_Municipi;Voluntari_DataAlta;Voluntari_Estudiant;Voluntari_Treballador;Voluntari_Aturat;Voluntari_Jubilat;Voluntari_Derivats;Voluntari_Voluntaris
1546;D;0;SABADELL;2018/10/10;N;N;N;Y;2;1
1547;D;0;"BARBERÀ DEL VALLÈS";2018/10/10;N;Y;N;N;2;0
1548;D;0;SABADELL;2018/10/11;N;Y;N;N;5;0
1549;H;0;SABADELL;2018/10/11;N;Y;N;N;4;0
1550;H;0;SABADELL;2018/10/11;N;Y;N;N;2;0
1551;D;0;SABADELL;2018/10/24;Y;Y;N;N;4;0
1552;H;0;SABADELL;2018/10/24;N;N;N;Y;5;0
1553;D;0;SABADELL;2018/10/24;Y;N;N;N;6;0
1554;D;0;SABADELL;2018/10/26;N;N;Y;N;5;0
1555;H;0;SABADELL;2018/10/26;N;N;N;Y;5;0
1556;D;0;SABADELL;2018/11/05;N;N;N;Y;5;0
1557;D;0;SABADELL;2018/11/09;Y;N;N;N;7;0
1558;D;0;SABADELL;2018/11/09;Y;N;N;N;4;0
1559;H;0;SABADELL;2018/11/09;N;N;N;Y;6;0
1560;H;0;SABADELL;2018/11/09;N;Y;N;N;5;0
1561;D;0;SABADELL;2018/11/09;N;N;Y;N;4;0
1562;H;0;SABADELL;2018/11/20;N;N;Y;N;5;0
1563;D;0;SABADELL;2018/11/20;N;Y;N;N;5;0
1564;D;0;SABADELL;2018/11/20;N;Y;N;N;4;0
1565;D;0;SABADELL;2018/11/21;N;Y;N;N;4;0
1566;D;0;SABADELL;2018/11/22;N;Y;N;N;4;0
1567;D;0;SABADELL;2018/11/22;N;N;Y;N;3;0
1568;D;0;SABADELL;2018/11/22;N;N;Y;N;2;0
1569;H;0;SABADELL;2018/12/13;N;N;N;Y;2;0
1570;D;0;MATADEPERA;2018/12/13;Y;N;N;N;3;0
1571;D;0;SABADELL;2018/12/14;Y;N;N;N;4;0
1572;D;0;SABADELL;2018/12/14;Y;N;N;N;4;0
1573;H;0;SABADELL;2019/01/02;N;N;Y;N;6;0
1574;H;0;SABADELL;2019/01/02;N;Y;N;N;8;0
1575;D;0;SABADELL;2019/01/11;N;N;Y;N;3;0
1576;H;0;"SANT QUIRZE DEL VALLÈS";2019/01/11;N;Y;N;N;4;0
1577;D;0;SABADELL;2019/01/11;N;Y;N;N;3;0
1578;H;0;SABADELL;2019/01/14;N;N;N;Y;5;0
1579;D;0;SABADELL;2019/01/14;N;Y;N;N;7;0
